HR,Name,DM,HD,SAO,FK5,IRflag,r_IRflag,Multiple,GLON,GLAT,SpType,RAh,RAm,RAs,DE-,DEd,DEm,DEs
7863,Mu 1Oct,CP-76 1434,196051,257838,3650,,,,317.51,-32.78,F4III-IV,20,42,02.9,-,76,10,50
7864,Mu 2Oct,CP-75 1644,196067,257836,,,,W,318.45,-33.05,G5III,20,41,43.7,-,75,21,02
7865,,BD-17 6027,196078,163712,,,,,28.86,-30.27,A7V,20,35,32.2,-,16,31,33
7866,47    Cyg,BD+34 4079,196093,70203,,I,,W,75.43,-02.93,K2Ib+B3V,20,33,54.2,+,35,15,03
7867,,BD+41 3805,196134,49796,,,,,80.66,0.98,K0III-IV,20,33,48.4,+,41,46,20
7868,,BD+72  957,196142,9793,1538,,,,106.17,18.88,gK4,20,30,00.7,+,72,31,54
7869,Alp Ind,CD-4713477,196171,230300,769,,,W,352.57,-37.21,K0IIICNIII-IV,20,37,34.0,-,47,17,29
7870,,BD+46 2977,196178,49804,,,,W,84.62,3.89,B9pSi,20,33,54.9,+,46,41,38
7871,4Zet Del,BD+14 4353,196180,106274,,,,,58.63,-15.16,A3V,20,35,18.5,+,14,40,27
7872,,CP-63 4602,196317,254844,,,,,333.09,-36.20,K1III,20,39,51.4,-,62,54,28
7873,70    Aql,BD-03 4961,196321,144624,3648,I,,,43.21,-24.49,K5II,20,36,43.6,-,02,33,00
7874,26    Vul,BD+25 4299,196362,88884,,,,,68.13,-08.87,A5III,20,36,08.3,+,25,52,57
7875,Phi2Pav,CP-60 7419,196378,254846,,,,,335.98,-36.63,F8V,20,40,02.6,-,60,32,56
7876,,BD+51 2895,196379,32709,3646,,,,88.89,6.83,A9II,20,34,50.4,+,51,51,15
7877,,CD-2514920,196385,189503,,,,,19.54,-33.67,F0III,20,37,52.1,-,25,06,32
7878,,BD-00 4056,196426,144632,,,,,45.81,-23.32,B8IIIp,20,37,18.3,+,00,05,49
7879,73    Dra,BD+74  872,196502,9802,770,,,,108.43,20.04,A0pSrCrEu,20,31,30.4,+,74,57,17
7880,27    Vul,BD+25 4302,196504,88903,3649,,,,68.73,-08.70,B9V,20,37,04.7,+,26,27,43
7881,Ups Pav,CP-67 3754,196519,254854,,,,,328.39,-35.58,B9III,20,41,57.1,-,66,45,39
7882,6Bet Del,BD+14 4369,196524,106316,,I,,,58.88,-15.65,F5IV,20,37,33.0,+,14,35,43
7883,5Iot Del,BD+10 4339,196544,106322,,,,,56.13,-17.50,A2V,20,37,49.1,+,11,22,40
7884,71    Aql,BD-01 4016,196574,144649,,I,,,44.81,-24.14,G7.5IIIa,20,38,20.3,-,01,06,19
7885,48    Cyg,BD+31 4159,196606,70287,,,,W,72.92,-05.73,B8IIIn,20,37,31.8,+,31,34,21
7886,,BD+17 4370,196610,106329,,I,,,62.05,-13.63,M6III,20,37,54.6,+,18,16,09
7887,,BD+31 4160,196629,70289,,,,W,72.89,-05.76,F0V,20,37,32.6,+,31,31,19
7888,,BD+37 4002,196642,70288,,,,,78.31,-01.64,K0III,20,37,23.6,+,38,19,43
7889,14Tau Cap,BD-15 5743,196662,163771,,,,,30.94,-30.50,B6III,20,39,16.4,-,14,57,17
7890,,BD-02 5328,196712,144666,,,,,43.67,-24.97,B7IIIne,20,39,13.2,-,02,24,46
7891,29    Vul,BD+20 4658,196724,88944,1539,,,,64.59,-12.05,A0V,20,38,31.3,+,21,12,04
7892,8The Del,BD+12 4411,196725,106342,,I,,,57.95,-16.61,K3Ib,20,38,43.9,+,13,18,54
7893,,CD-3315119,196737,212333,1540,,,,9.85,-36.23,K1III,20,40,19.8,-,33,25,55
7894,28    Vul,BD+23 4084,196740,88945,,,,,67.00,-10.35,B5IV,20,38,31.9,+,24,06,58
7895,,BD+23 4085,196753,88946,,,,,66.65,-10.61,K0II-III+A3V,20,38,35.1,+,23,40,50
7896,7Kap Del,BD+09 4600,196755,126059,772,,,,55.18,-18.47,G2IV,20,39,07.8,+,10,05,10
7897,1    Aqr,BD-00 4064,196758,126062,3651,I,,,46.47,-23.58,K1III,20,39,24.9,+,00,29,11
7898,,CD-2416193,196761,189549,,,,,21.25,-33.77,G8V,20,40,11.7,-,23,46,26
7899,,BD+15 4220,196775,106347,,,,,60.16,-15.25,B3V,20,39,05.0,+,15,50,17
7900,15Ups Cap,BD-18 5738,196777,163779,773,I,,,27.57,-31.87,M2III,20,40,03.0,-,18,08,19
7901,75    Dra,BD+80  659,196787,3408,3963,,,W,114.41,23.36,G9III,20,28,14.6,+,81,25,22
7902,,CD-2714959,196815,189559,,,,,17.97,-34.70,F7V,20,40,36.0,-,26,38,42
7903,,BD+21 4305,196821,88959,,,,,65.20,-11.82,A0III,20,39,10.6,+,21,49,02
7904,,BD+29 4121,196852,70323,,,,,72.12,-06.72,K2III,20,38,59.5,+,30,20,04
7905,,BD-16 5663,196857,163783,,,,,29.82,-31.23,gG7,20,40,32.5,-,16,07,27
7906,9Alp Del,BD+15 4222,196867,106357,774,,,,60.30,-15.32,B9IV,20,39,38.3,+,15,54,43
7907,,BD+10 4351,196885,106360,,,,W,56.31,-17.99,F8IV:,20,39,51.8,+,11,14,59
7908,74    Dra,BD+80  660,196925,3413,,,,W,114.11,23.16,K0III+F8V,20,29,27.5,+,81,05,29
7909,,CD-3216130,196917,212345,3652,I,,,12.13,-36.07,M0III,20,41,23.7,-,31,35,54
7910,,CD-2615192,196947,189575,,,,,18.79,-34.69,K2III,20,41,24.1,-,26,00,00
7911,,BD+40 4266,197018,49899,,,,,80.35,-00.61,B6IIIpMn,20,39,33.3,+,40,34,46
7912,,BD+45 3233,197036,49898,,,,,84.37,2.52,B5IV,20,39,23.1,+,45,40,01
7913,Bet Pav,CP-66 3501,197051,254862,775,,,,328.96,-36.01,A7III,20,44,57.5,-,66,12,11
7914,,BD+19 4484,197076,106373,,,,W,63.85,-13.22,G5V,20,40,45.2,+,19,56,07
7915,,CD-4013994,197093,212369,,,,,2.37,-37.67,K1III,20,42,53.0,-,39,33,31
7916,,BD+55 2444,197101,32763,,,,,92.63,8.80,F2Vn,20,39,00.2,+,56,00,18
7917,,BD+29 4131,197120,88997,,,,,71.90,-07.32,A2V,20,40,36.2,+,29,48,19
7918,10    Del,BD+14 4393,197121,106384,,,,,59.40,-16.40,gK4,20,41,16.2,+,14,34,59
7919,,BD+42 3818,197139,49912,,,,,82.69,1.08,K2III,20,40,03.1,+,43,27,31
7920,Eta Ind,CP-5211752,197157,246709,776,,,,346.69,-38.16,A7III-IV-A9,20,44,02.3,-,51,55,16
7921,49    Cyg,BD+31 4181,197177,70362,,,,,73.96,-05.88,G8IIb,20,41,02.6,+,32,18,26
7922,,BD+38 4187,197226,70367,3653,,,W,79.34,-01.74,B6III,20,41,00.4,+,39,04,56
7923,,BD+17 4382,197249,106396,,,,,62.00,-14.85,G8III,20,41,58.2,+,17,31,17
7924,50Alp Cyg,BD+44 3541,197345,49941,777,I,,,84.28,2.00,A2Ia,20,41,25.9,+,45,16,49
7925,,BD+59 2272,197373,18979,3654,,,,96.41,11.33,F6IV,20,40,17.9,+,60,30,19
7926,,BD+41 3856,197392,49946,3655,,,,81.53,-00.26,B8II-III,20,41,56.5,+,41,43,01
7927,,BD+34 4127,197419,70406,,,,,76.64,-04.18,B2IV-Ve,20,42,22.2,+,35,27,22
7928,11Del Del,BD+14 4403,197461,106425,778,,,,60.14,-16.55,A7IIIpDel Del,20,43,27.5,+,15,04,28
7929,51    Cyg,BD+49 3353,197511,32809,,,,,88.37,4.99,B2V,20,42,12.6,+,50,20,24
7930,,BD+83  588,197508,3418,,,,,116.56,24.35,A3/4Vm,20,29,03.1,+,83,37,32
7931,,CD-2715014,197540,189641,,,,,17.60,-35.85,G8III,20,45,13.2,-,27,14,50
7932,,BD+35 4234,197572,70423,,I,,,76.87,-04.26,F7Ib-G8Ib,20,43,24.2,+,35,35,16
7933,,CD-3913960,197630,212416,3658,,,,2.91,-38.29,B8/9V,20,46,20.1,-,39,11,57
7934,Sig Pav,CP-69 3138,197635,254871,3660,,,,325.77,-35.70,K0III,20,49,18.1,-,68,46,35
7935,,CD-3614396,197649,212417,,,,,6.79,-37.90,F3IV,20,46,18.6,-,36,07,13
7936,16Psi Cap,CD-2515018,197692,189664,779,,,,20.01,-35.50,F4V,20,46,05.7,-,25,16,15
7937,17    Cap,BD-22 5523,197725,189667,3659,,,,24.38,-34.37,A0,20,46,10.0,-,21,30,51
7938,,BD+60 2154,197734,18998,,,,,96.66,11.16,A2IV,20,42,39.7,+,60,36,05
7939,30    Vul,BD+24 4229,197752,89084,3657,I,,,68.82,-10.81,K2III,20,44,52.5,+,25,16,14
7940,,BD+56 2477,197770,32832,,,,,93.88,9.00,B2III,20,43,13.5,+,57,06,51
7941,,BD+17 4401,197812,106458,,I,,,62.98,-15.20,M5II-III,20,45,28.2,+,18,05,25
7942,52    Cyg,BD+30 4167,197912,70467,,I,,,73.30,-07.63,G9.5III,20,45,39.7,+,30,43,11
7943,Iot Mic,CD-4414145,197937,230379,1542,,,W,356.83,-39.02,F1IV,20,48,29.2,-,43,59,19
7944,,BD+55 2462,197939,32849,,I,,,93.47,8.50,M3III,20,44,22.0,+,56,29,17
7945,4    Cep,BD+66 1318,197950,19004,3656,,,,101.72,14.68,A8V,20,43,11.0,+,66,39,27
7946,,BD-03 5018,197954,144802,,I,,,44.66,-26.72,K2,20,47,03.6,-,02,29,12
7947,12Gam1Del,BD+15 4255,197963,106475,,,,,61.49,-16.57,F7V,20,46,38.7,+,16,07,28
7948,12Gam2Del,BD+15 4255,197964,106476,1541,I,,,61.50,-16.58,K1IV,20,46,39.5,+,16,07,27
7949,53Eps Cyg,BD+33 4018,197989,70474,780,I,,,75.94,-05.71,K0-III,20,46,12.7,+,33,58,13
7950,2Eps Aqr,BD-10 5506,198001,144810,781,,,,37.68,-30.10,A1V,20,47,40.6,-,09,29,45
7951,3    Aqr,BD-05 5378,198026,144814,1543,I,,,42.24,-28.09,M3III,20,47,44.2,-,05,01,40
7952,Zet Ind,CD-4613718,198048,230391,3661,,,,353.95,-39.24,K5III,20,49,29.0,-,46,13,37
7953,13    Del,BD+05 4613,198069,126222,,,,,52.78,-22.50,A0V,20,47,48.3,+,06,00,30
7954,,BD+02 4250,198070,126221,,,,,50.29,-23.93,A0Vn,20,47,47.8,+,03,18,24
7955,,BD+57 2240,198084,32862,782,,,W,94.43,9.06,F8IV-V,20,45,21.1,+,57,34,47
7956,,BD+33 4028,198134,70499,,I,,,76.39,-05.62,K3III,20,47,10.8,+,34,22,27
7957,3Eta Cep,BD+61 2050,198149,19019,783,I,,,97.86,11.64,K0IV,20,45,17.4,+,61,50,20
7958,,BD+45 3270,198151,50050,,,,W,85.83,2.06,A3V,20,46,38.5,+,46,31,54
7959,,CP-62 6180,198160,254883,,,,W,333.32,-37.62,A2-3IV-V,20,51,38.3,-,62,25,45
7960,,CP-62 6180,198161,254884,,,,W,333.32,-37.62,A2-3IV-V,20,51,38.8,-,62,25,45
7961,,CD-2615282,198174,189733,,,,,19.65,-36.34,B7IIIp,20,49,17.6,-,25,46,53
7962,,BD+52 2799,198181,32877,1544,,,,90.87,6.12,K0,20,46,21.2,+,52,59,43
7963,54Lam Cyg,BD+35 4267,198183,70505,,,,,78.08,-04.34,B5Ve,20,47,24.5,+,36,29,27
7964,,BD-18 5783,198208,163910,3663,I,,W,28.63,-33.89,K3III,20,49,20.5,-,18,02,09
7965,Alp Mic,CD-3414660,198232,212472,,,,W,9.88,-38.26,G7III,20,49,58.1,-,33,46,47
7966,,BD+45 3275,198237,50060,,I,,,85.16,1.37,K3III,20,47,20.8,+,45,34,47
7967,,BD+69 1127,198236,19018,,,,,104.41,16.37,G8III,20,44,33.1,+,69,45,07
7968,Iot Ind,CP-5211782,198308,246762,,,,,346.98,-39.34,K1II-III,20,51,30.1,-,51,36,30
7969,,BD+47 3188,198345,50073,3662,I,,,86.97,2.72,K5III,20,47,49.3,+,47,49,55
7970,,CD-3216236,198356,212487,,I,,,12.08,-38.12,K5III,20,50,47.1,-,32,03,16
7971,,CD-3814250,198357,212488,,,,,4.68,-39.06,K3II,20,51,00.7,-,37,54,48
7972,,BD+51 2954,198387,32897,,,,,90.55,5.58,G7IV,20,47,52.8,+,52,24,26
7973,15    Del,BD+12 4472,198390,106536,,,,W,58.86,-19.23,F5V,20,49,37.8,+,12,32,43
7974,14    Del,BD+07 4556,198391,126265,3664,,,,54.75,-21.90,A1V s,20,49,48.3,+,07,51,51
7975,,BD+05 4626,198404,126267,,,,W,52.67,-23.20,K0,20,49,59.1,+,05,32,41
7976,,BD-13 5773,198431,163924,3665,,,,34.83,-32.07,gK1,20,50,41.8,-,12,32,42
7977,55    Cyg,BD+45 3291,198478,50099,,,,,85.75,1.49,B3Ia,20,48,56.3,+,46,06,51
7978,,BD+51 2957,198513,32908,,,,,90.24,5.17,B8Vnp,20,48,42.7,+,51,54,38
7979,Bet Mic,CD-3315245,198529,212499,,,,,10.73,-38.57,A2Vn,20,51,58.8,-,33,10,38
7980,18Ome Cap,CD-2715082,198542,189781,1546,I,,,18.46,-37.18,M0-III-IIIbBa0.2,20,51,49.3,-,26,55,09
7981,,BD+17 4431,198552,106562,,,,,63.70,-16.21,A1V s,20,50,37.0,+,18,03,05
7982,4    Aqr,BD-06 5604,198571,144877,,,,,42.13,-29.18,F5V+F7V,20,51,25.7,-,05,37,35
7983,,BD+46 3067,198625,50119,,,,,86.28,1.71,B4Ve,20,49,54.7,+,46,39,40
7984,56    Cyg,BD+43 3739,198639,50121,3666,,,W,84.29,0.03,A4mDel Del,20,50,04.9,+,44,03,34
7985,5    Aqr,BD-06 5606,198667,144889,,,,,42.35,-29.28,B9III,20,52,08.7,-,05,30,25
7986,Bet Ind,CP-58 7788,198700,246784,785,,,W,338.16,-38.85,K1II,20,54,48.6,-,58,27,15
7987,,CD-4014078,198716,212522,,,,,2.30,-39.76,K2III,20,53,40.2,-,39,48,36
7988,,BD+27 3890,198726,89216,,I,,,72.13,-10.15,F5Ib,20,51,28.2,+,28,15,02
7989,,CD-2416328,198732,189801,,,,,22.33,-36.58,K0III,20,53,01.2,-,23,46,59
7990,6Mu  Aqr,BD-09 5598,198743,144895,1547,,,S,38.84,-30.98,A3m,20,52,39.2,-,08,59,00
7991,,CD-3117917,198751,212521,,,,,13.89,-38.40,K1III,20,53,25.0,-,30,43,07
7992,,CD-5112748,198766,246786,,,,,348.07,-39.89,B5IV,20,54,35.0,-,50,43,40
7993,,BD+63 1663,198781,19051,3667,,,,99.94,12.61,B0.5V,20,49,17.4,+,64,02,32
7994,,BD-12 5854,198802,163953,,,,S,36.15,-32.20,G1V,20,53,05.6,-,11,34,25
7995,31    Vul,BD+26 4017,198809,89228,,I,,,71.31,-10.98,G7IIIFe-1,20,52,07.7,+,27,05,49
7996,,BD+32 3974,198820,70596,,,,,75.83,-07.36,B3III,20,52,00.3,+,32,50,57
7997,,CD-2816975,198853,189815,,I,,,17.39,-37.93,M4III,20,54,06.8,-,27,55,32
7998,,BD-07 5433,198949,144915,,,,,41.19,-30.33,F1IV,20,53,58.4,-,06,53,23
7999,,BD+29 4221,198976,89241,,,,,73.47,-09.56,K2,20,53,07.4,+,29,38,58
8000,19    Cap,BD-18 5805,199012,163975,,I,,,29.33,-35.06,K0III,20,54,47.9,-,17,55,23
8001,57    Cyg,BD+43 3755,199081,50180,,,,,84.90,-00.19,B5V,20,53,14.8,+,44,23,14
8002,76    Dra,BD+81  718,199095,3458,915,,,,115.73,23.46,A0V,20,42,35.2,+,82,31,52
8003,,BD+44 3617,199098,50182,,,,,85.52,0.31,K0II,20,53,18.6,+,45,10,55
8004,,BD+41 3922,199099,50183,,,,,83.41,-01.49,A1V,20,53,26.4,+,42,24,37
8005,,BD+32 3980,199101,70645,3668,I,,W,76.54,-07.29,gK5,20,53,53.9,+,33,26,16
8006,,BD-01 4075,199124,144941,,,,,46.88,-27.92,A9Vn,20,55,08.1,-,01,22,24
8007,,BD+27 3909,199140,89265,,,,,72.75,-10.48,B2IIIe,20,54,22.4,+,28,31,19
8008,32    Vul,BD+27 3911,199169,89272,786,I,,,72.41,-10.80,K4III,20,54,33.6,+,28,03,27
8009,,BD+40 4354,199218,50209,,,,,82.21,-02.72,B8Vnne,20,54,22.3,+,40,42,11
8010,,BD+03 4461,199223,126373,,,,,52.58,-24.94,G6III-IV,20,55,40.7,+,04,31,58
8011,17    Del,BD+13 4572,199253,106665,3669,I,,,60.77,-19.74,K0III,20,55,36.7,+,13,43,17
8012,16    Del,BD+12 4501,199254,106666,,,,,59.78,-20.42,A4V,20,55,38.6,+,12,34,07
8013,,CD-2615344,199260,189856,,,,,19.59,-38.09,F7V,20,56,47.3,-,26,17,47
8014,,BD-04 5307,199280,144957,,,,,44.88,-29.25,B8Vn,20,56,18.3,-,03,33,41
8015,7    Aqr,BD-10 5553,199345,144968,,I,,,38.63,-32.24,gK5,20,56,54.0,-,09,41,51
8016,,BD+80  672,199437,3467,,I,,,114.01,22.27,K1III,20,47,33.4,+,80,33,08
8017,,BD-00 4132,199442,126396,,,,,48.95,-27.42,K2III,20,57,10.6,+,00,27,49
8018,,BD-16 5741,199443,164013,1548,,,,31.78,-35.00,A2m,20,57,40.6,-,16,01,54
8019,,CP-68 3398,199475,254918,,,,,325.99,-36.94,A2V,21,01,28.1,-,68,12,35
8020,,BD+46 3111,199478,50246,,,,,87.51,1.42,B8Ia,20,55,49.8,+,47,25,04
8021,Alp Oct,CP-77 1474,199532,257879,787,,,,315.96,-33.65,A7III+G2III,21,04,43.0,-,77,01,26
8022,,BD+50 3232,199578,33001,,,,,90.34,3.73,B5V,20,56,12.9,+,51,04,30
8023,,BD+44 3639,199579,50263,,I,,,85.70,-00.30,O6V((f)),20,56,34.7,+,44,55,30
8024,,BD-15 5848,199603,164027,,,,,33.64,-34.63,F0IV,20,58,41.9,-,14,28,58
8025,,BD+50 3233,199611,33004,3670,,,,90.10,3.49,F0III,20,56,25.5,+,50,43,43
8026,,BD+48 3249,199612,50262,,,,,88.93,2.49,G8II-III,20,56,25.9,+,49,11,45
8027,,CD-5112778,199623,246820,3673,,,,347.25,-40.75,F5IV-V,21,00,21.5,-,51,15,55
8028,58Nu  Cyg,BD+40 4364,199629,50274,788,,,,82.91,-02.82,A1Vn,20,57,10.4,+,41,10,02
8029,,BD+56 2515,199661,33005,3671,,,,94.82,7.47,B2.5IV,20,56,17.0,+,56,53,15
8030,18    Del,BD+10 4425,199665,106712,,,,W,58.69,-21.98,gG6,20,58,25.9,+,10,50,21
8031,,CD-3614530,199684,212608,3674,,,,7.25,-40.63,F5V,20,59,59.7,-,36,07,47
8032,33    Vul,BD+21 4424,199697,89332,1549,I,,,68.36,-15.04,K3.5III,20,58,16.4,+,22,19,33
8033,20    Cap,BD-19 5982,199728,164043,,,,,28.54,-36.52,B9pSi,20,59,36.1,-,19,02,07
8034,1Eps Equ,BD+03 4473,199766,126428,,,,,52.87,-25.78,F6IV,20,59,04.4,+,04,17,37
8035,,BD+43 3777,199870,50298,,,,,85.55,-00.83,K0IIIbFe-0.5,20,58,19.5,+,44,28,18
8036,,BD+41 3949,199892,50303,,,,,83.66,-02.51,B7III,20,58,30.8,+,41,56,25
8037,,BD+16 4425,199941,106738,,,,W,64.05,-18.71,F4III,20,59,50.8,+,16,49,27
8038,,BD+06 4718,199942,126447,,,,W,55.97,-24.20,F1Vp,21,00,03.9,+,07,30,59
8039,Gam Mic,CD-3216353,199951,212636,1550,I,,W,12.34,-40.34,G6III,21,01,17.5,-,32,15,28
8040,,BD+49 3426,199955,33034,,,,,90.11,3.06,B5Vn,20,58,30.1,+,50,27,44
8041,11    Aqr,BD-05 5433,199960,145022,789,,,,44.30,-30.75,G1V,21,00,33.8,-,04,43,49
8042,,CD-4314325,200011,230492,,I,',W,358.19,-41.49,G3IV+K0IV,21,02,12.6,-,43,00,07
8043,,BD+75  764,200039,9911,3672,,,,110.14,19.35,G5III,20,54,44.3,+,75,55,32
8044,,BD+18 4675,200044,106747,3675,I,,W,66.23,-17.29,M3IIIab,21,00,27.7,+,19,19,46
8045,,CD-2715197,200052,189942,,,,,19.22,-39.32,A7V:m:,21,01,45.3,-,26,52,52
8046,,CD-3914079,200073,212653,,,,,4.15,-41.35,K0IV,21,02,27.2,-,38,31,50
8047,59    Cyg,BD+46 3133,200120,50335,1551,,,,88.03,0.97,B1ne,20,59,49.6,+,47,31,16
8048,Zet Mic,CD-3914089,200163,212666,790,,,,4.03,-41.46,F3V,21,02,58.0,-,38,37,54
8049,,BD+58 2201,200205,33048,3676,I,,,97.06,8.79,gK4,20,59,25.4,+,59,26,19
8050,,CD-2817077,200245,189966,,,,,18.25,-39.83,K0III,21,03,10.2,-,27,43,55
8051,,BD+35 4357,200253,70794,3677,,,,79.51,-06.77,G5III,21,01,12.9,+,36,01,34
8052,,CP-76 1473,200266,257887,,,,,316.70,-34.23,K1III,21,08,47.9,-,76,12,45
8053,60    Cyg,BD+45 3364,200310,50359,,,,,87.15,-00.10,B1Ve,21,01,10.9,+,46,09,21
8054,,BD-01 4095,200340,145050,,,,,48.45,-29.38,B6V,21,02,59.6,-,00,55,29
8055,Mu  Ind,CP-55 9509,200365,246854,3680,,,,342.58,-40.96,K2III,21,05,14.2,-,54,43,38
8056,,BD+00 4648,200375,126491,,,,,50.85,-28.11,F5V,21,03,03.0,+,01,31,55
8057,,BD+14 4518,200430,106796,,I,,,62.77,-20.58,M1III,21,03,01.8,+,14,43,48
8058,12    Aqr,BD-06 5664,200496,145064,,,,,43.66,-32.04,A3V,21,04,04.6,-,05,49,24
8059,12    Aqr,BD-06 5664,200497,145065,,,,,43.66,-32.04,G4III,21,04,04.7,-,05,49,23
8060,22Eta Cap,BD-20 6115,200499,189986,,,,W,28.05,-37.86,A5V,21,04,24.3,-,19,51,18
8061,,CP-73 2192,200525,257890,,,,W,320.01,-35.61,F8-G0V,21,09,22.3,-,73,10,23
8062,,BD+44 3679,200527,50381,,I,,,86.27,-01.17,S4/1III,21,02,24.1,+,44,47,28
8063,,BD+38 4325,200577,70832,,,,,81.75,-05.32,G8III,21,03,04.8,+,38,39,27
8064,,BD+45 3374,200595,50390,,,,,87.11,-00.52,B3Vn,21,02,48.5,+,45,50,56
8065,,BD+56 2524,200614,33078,,,,,95.18,6.72,B8III,21,02,09.1,+,56,40,11
8066,3    Equ,BD+04 4606,200644,126518,,I,,W,54.83,-26.26,K5III,21,04,34.7,+,05,30,10
8067,,BD+02 4297,200661,126519,,,,,52.45,-27.69,K0,21,04,41.7,+,02,56,31
8068,,BD+01 4418,200663,126522,3681,,,,51.82,-28.07,G5,21,04,45.4,+,02,16,11
8069,Eta Mic,CD-4114379,200702,230523,3684,,,W,0.37,-42.25,K3III,21,06,25.5,-,41,23,10
8070,Del Mic,CD-3018382,200718,212709,3683,,,,15.35,-40.95,K0/1III,21,06,01.2,-,30,07,30
8071,,BD+41 3987,200723,50409,,,,W,84.08,-03.47,F3IV,21,03,52.1,+,41,37,41
8072,,BD+49 3448,200740,33091,,,,,90.55,2.40,K0,21,03,26.0,+,50,21,07
8073,,CP-64 4094,200751,254941,,,,,330.81,-39.04,K0III,21,08,32.9,-,63,55,44
8074,,BD+46 3159,200753,50408,,,,,87.97,0.04,F0IVn,21,03,43.3,+,46,51,43
8075,23The Cap,BD-17 6174,200761,164132,1552,,,,31.31,-37.29,A1V,21,05,56.8,-,17,13,58
8076,,CD-3216398,200763,212716,,I,,,12.47,-41.42,K2III,21,06,24.7,-,32,20,30
8077,4    Equ,BD+05 4697,200790,126535,,,,W,55.39,-26.18,F8V,21,05,26.7,+,05,57,30
8078,,BD+52 2859,200817,33098,3682,,,,92.78,4.30,K0III,21,03,47.6,+,53,17,10
8079,62Xi  Cyg,BD+43 3800,200905,50424,792,I,,,85.93,-02.08,K4.5Ib-II,21,04,55.9,+,43,55,40
8080,24    Cap,CD-2515235,200914,190025,791,I,,,21.98,-40.01,M0.5III,21,07,07.7,-,25,00,21
8081,,CP-73 2195,200924,257893,,,,,320.62,-36.02,K1III,21,11,20.7,-,72,32,39
8082,,BD+26 4073,201051,89459,3686,,,,73.23,-13.55,K0II-III,21,06,23.5,+,26,55,28
8083,,BD-18 5862,201057,164156,,,,,31.25,-37.77,A0V,21,07,44.6,-,17,27,19
8084,,BD+30 4318,201078,70917,3687,I,,,76.55,-10.78,F7.5Ib-II,21,06,30.3,+,31,11,05
8085,61    Cyg,BD+38 4343,201091,70919,793,,,,82.25,-05.81,K5V,21,06,54.6,+,38,44,45
8086,61    Cyg,BD+38 4344,201092,,,I,:,,82.25,-05.81,K7V,21,06,55.3,+,38,44,36
8087,25Chi Cap,BD-21 5933,201184,190050,3690,,,W,26.84,-39.21,A0V,21,08,33.6,-,21,11,37
8088,,BD+15 4340,201196,106853,3689,,,,64.27,-20.89,K2IV,21,07,33.6,+,15,39,31
8089,63    Cyg,BD+47 3292,201251,50456,3688,I,,,88.88,0.20,K4Ib-IIa,21,06,36.1,+,47,38,54
8090,,BD+06 4754,201298,126566,3692,I,,,56.80,-26.22,K5III,21,08,28.2,+,06,59,22
8091,27    Cap,BD-21 5940,201352,190069,,,,,27.71,-39.23,F1IV,21,09,33.0,-,20,33,23
8092,Omi Pav,CP-70 2835,201371,257896,1554,,,,323.27,-37.19,M1-2III,21,13,20.5,-,70,07,35
8093,13Nu  Aqr,BD-11 5538,201381,164182,794,I,,,38.45,-35.77,G8III,21,09,35.7,-,11,22,18
8094,,BD+29 4324,201433,70968,,,,,76.11,-11.77,B9VpSi,21,08,38.9,+,30,12,21
8095,,BD+02 4311,201507,126587,,,,,53.26,-28.80,F5IV,21,09,58.3,+,02,56,36
8096,,BD-09 5674,201567,145171,,,,,40.83,-35.15,K0III,21,10,46.9,-,09,21,14
8097,5Gam Equ,BD+09 4732,201601,126593,1555,,,,59.93,-24.76,F0IIIp,21,10,20.5,+,10,07,54
8098,6    Equ,BD+09 4735,201616,126597,,,,,59.89,-24.85,A2V s,21,10,31.2,+,10,02,56
8099,,BD+70 1164,201636,9957,3693,,,,106.95,15.95,F3IV,21,06,23.3,+,71,25,55
8100,,CD-4014216,201647,230575,,,,,1.93,-43.33,F5IV,21,12,13.6,-,40,16,10
8101,,BD+21 4486,201671,89505,,,,,70.33,-17.15,A1V,21,10,32.0,+,22,27,17
8102,,BD-15 5908,201707,164204,,,,,35.19,-37.52,F0Del Del:,21,11,41.3,-,14,28,20
8103,,BD+44 3718,201733,50521,,,,,87.70,-01.68,B4IVpe,21,09,58.6,+,45,30,09
8104,,CD-3914152,201772,212793,,,,,3.10,-43.46,F5IV+F6V,21,13,03.1,-,39,25,31
8105,,BD+35 4426,201819,71032,,,,,81.05,-08.08,B1Vp,21,11,03.9,+,36,17,57
8106,,BD+52 2880,201834,33185,,,,,93.64,3.78,B9III,21,10,15.6,+,53,33,48
8107,,BD+47 3322,201836,50536,,,,,89.36,-00.25,B6IV,21,10,31.0,+,47,41,31
8108,,CD-3614676,201852,212800,,,,,7.22,-43.34,K0III,21,13,18.9,-,36,25,26
8109,,BD+62 1903,201888,19223,,,,,100.81,10.41,B7III,21,09,28.9,+,63,17,44
8110,,CD-2817178,201901,190129,1556,I,,,19.06,-41.98,K5III,21,13,17.3,-,27,37,10
8111,,CP-75 1697,201906,257904,3697,,,,317.29,-35.15,A1V,21,18,16.1,-,75,20,48
8112,,BD+77  800,201908,9959,795,,,,112.40,20.19,B8Vn,21,05,29.3,+,78,07,35
8113,,BD+67 1291,202012,19229,,I,,,104.81,13.84,M7IIIe,21,09,32.0,+,68,29,25
8114,,CP-5310015,202103,246929,796,,,W,344.11,-42.76,A6IV,21,15,45.9,-,53,15,47
